,age,ratings,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,is_weekend,pickup_time_minutes,order_time_of_day,distance,distance_type
275,34.0,4.9,sandstorms,jam,0,buffet,motorcycle,3.0,yes,urban,50,0,15.0,night,17.07559440107296,very_long
276,38.0,4.1,stormy,high,0,buffet,motorcycle,1.0,yes,metropolitian,41,1,5.0,morning,1.5527001159059903,short
279,32.0,4.3,cloudy,medium,1,meal,scooter,2.0,no,metropolitian,35,0,15.0,evening,10.280572823486576,long
280,20.0,4.5,windy,jam,2,buffet,motorcycle,1.0,no,metropolitian,27,0,10.0,evening,10.867300462045835,long
281,25.0,4.9,fog,jam,0,buffet,motorcycle,2.0,no,metropolitian,43,0,5.0,night,12.417687564200063,long
283,32.0,4.7,sandstorms,jam,2,meal,scooter,1.0,no,metropolitian,31,1,15.0,evening,8.928939271550702,medium
285,31.0,4.4,stormy,jam,0,buffet,motorcycle,1.0,no,urban,47,1,5.0,night,16.660108123693192,very_long
286,37.0,4.5,fog,low,0,buffet,motorcycle,1.0,no,urban,26,0,5.0,night,7.601385733164932,medium
287,36.0,4.9,cloudy,medium,2,snack,electric_scooter,1.0,no,metropolitian,31,0,15.0,afternoon,13.183763612802814,long
288,37.0,3.8,sandstorms,jam,1,snack,motorcycle,1.0,no,metropolitian,42,0,10.0,evening,20.856833724898493,very_long
291,37.0,4.4,sandstorms,jam,0,drinks,motorcycle,1.0,no,metropolitian,39,0,10.0,night,11.90486548713048,long
293,35.0,4.9,fog,medium,2,meal,electric_scooter,0.0,no,metropolitian,18,1,5.0,evening,4.469362226704516,short
294,22.0,4.8,sandstorms,jam,1,snack,scooter,1.0,no,urban,22,0,15.0,evening,13.40635545530559,long
295,28.0,4.8,fog,low,0,buffet,motorcycle,1.0,no,metropolitian,23,0,15.0,morning,3.073644027723396,short
296,39.0,4.0,stormy,medium,0,drinks,motorcycle,0.0,no,metropolitian,48,0,10.0,afternoon,20.20658151050797,very_long
297,29.0,4.5,windy,low,1,snack,scooter,0.0,no,urban,13,0,15.0,night,12.419724873245404,long
298,39.0,4.6,sandstorms,high,2,drinks,motorcycle,1.0,no,metropolitian,32,0,10.0,morning,3.104803710518419,short
299,25.0,4.9,sandstorms,jam,2,snack,electric_scooter,0.0,no,urban,16,1,5.0,night,20.20631641648197,very_long
300,34.0,5.0,cloudy,medium,2,snack,electric_scooter,0.0,no,urban,19,1,5.0,afternoon,4.6741517745550425,short
301,22.0,4.8,sunny,low,1,drinks,motorcycle,1.0,no,metropolitian,18,1,5.0,morning,3.1053699758611546,short
302,27.0,5.0,windy,jam,0,buffet,motorcycle,1.0,no,metropolitian,27,0,10.0,evening,10.444390862228435,long
303,28.0,4.5,sunny,medium,0,drinks,motorcycle,1.0,no,urban,25,1,10.0,afternoon,10.710903359654202,long
304,32.0,5.0,stormy,medium,2,drinks,scooter,1.0,no,metropolitian,31,0,15.0,evening,4.674393132741051,short
306,27.0,4.6,sunny,medium,0,snack,motorcycle,0.0,no,metropolitian,20,0,5.0,afternoon,10.756697879102619,long
307,35.0,3.9,windy,jam,1,snack,motorcycle,2.0,no,metropolitian,38,0,15.0,evening,12.23656153955492,long
308,22.0,4.6,windy,low,1,buffet,motorcycle,1.0,no,metropolitian,19,1,5.0,night,4.663658229921789,short
310,30.0,4.6,cloudy,low,0,buffet,motorcycle,0.0,no,urban,24,1,15.0,morning,1.5148048951935007,short
311,39.0,4.8,fog,high,2,drinks,scooter,1.0,no,urban,26,1,5.0,morning,3.1089883297657854,short
312,33.0,4.8,sandstorms,medium,2,meal,motorcycle,1.0,no,metropolitian,28,1,10.0,evening,9.219905581616992,medium
313,20.0,4.7,sandstorms,medium,2,snack,scooter,1.0,no,urban,16,0,5.0,afternoon,12.256687342592269,long
315,34.0,4.2,windy,low,0,snack,motorcycle,0.0,no,urban,24,1,5.0,night,9.326940869812143,medium
317,37.0,4.3,stormy,high,2,meal,scooter,1.0,no,metropolitian,34,0,10.0,morning,2.9802493849187557,short
318,20.0,4.8,cloudy,low,1,snack,motorcycle,1.0,no,urban,16,0,15.0,morning,1.5302594894332384,short
319,33.0,4.9,windy,low,1,drinks,motorcycle,1.0,no,metropolitian,26,0,10.0,night,7.601614738321588,medium
320,21.0,5.0,fog,medium,1,drinks,motorcycle,1.0,no,metropolitian,25,1,5.0,afternoon,19.660943947619934,very_long
321,33.0,4.6,fog,medium,0,meal,motorcycle,2.0,no,metropolitian,49,0,15.0,afternoon,10.602417764362079,long
322,24.0,4.6,windy,medium,2,snack,electric_scooter,0.0,no,urban,24,0,10.0,evening,12.41960204102968,long
324,30.0,4.6,sunny,medium,0,buffet,motorcycle,1.0,no,metropolitian,26,0,10.0,evening,4.588898780683796,short
325,32.0,4.9,sandstorms,low,1,buffet,scooter,1.0,no,metropolitian,24,0,15.0,night,13.829931792649827,long
326,28.0,4.6,stormy,jam,2,drinks,electric_scooter,0.0,no,metropolitian,16,0,5.0,evening,19.975808791439345,very_long
327,21.0,4.7,windy,jam,2,drinks,scooter,1.0,no,metropolitian,27,0,10.0,evening,19.37374583495492,very_long
328,39.0,4.9,fog,high,0,drinks,motorcycle,1.0,no,metropolitian,25,0,5.0,morning,3.052706857073023,short
329,32.0,4.7,cloudy,low,0,drinks,motorcycle,0.0,no,metropolitian,26,1,10.0,morning,3.104803710518419,short
330,20.0,4.5,sandstorms,jam,1,buffet,scooter,1.0,no,urban,25,0,5.0,evening,9.178605957040862,medium
332,36.0,5.0,fog,low,2,meal,scooter,1.0,no,urban,15,0,5.0,morning,1.4901538808207615,short
333,28.0,4.8,sunny,low,1,buffet,scooter,1.0,no,urban,18,0,5.0,morning,3.1053645449072986,short
334,32.0,4.5,fog,jam,0,buffet,motorcycle,1.0,no,metropolitian,30,0,5.0,evening,7.661250453808297,medium
335,39.0,4.4,cloudy,jam,1,drinks,scooter,1.0,no,metropolitian,46,1,15.0,evening,17.076258901183188,very_long
336,30.0,4.7,windy,low,0,drinks,motorcycle,1.0,no,metropolitian,24,0,5.0,night,16.72143013885536,very_long
337,32.0,4.4,sandstorms,medium,0,drinks,motorcycle,1.0,no,metropolitian,37,1,5.0,afternoon,6.12841937845769,medium
338,23.0,4.6,windy,jam,0,snack,motorcycle,1.0,no,metropolitian,27,0,5.0,night,13.610877575672198,long
340,31.0,4.2,windy,medium,2,meal,electric_scooter,1.0,no,metropolitian,32,1,10.0,afternoon,9.07434222926449,medium
341,37.0,4.6,stormy,high,2,buffet,electric_scooter,1.0,no,urban,28,1,15.0,morning,3.0589506421330555,short
342,20.0,4.5,sandstorms,jam,0,drinks,motorcycle,1.0,no,metropolitian,29,0,5.0,evening,7.601870282547478,medium
343,28.0,4.5,sandstorms,low,0,snack,motorcycle,1.0,no,metropolitian,27,0,10.0,morning,1.4899271643865588,short
344,22.0,4.9,cloudy,low,1,snack,motorcycle,0.0,no,metropolitian,11,0,5.0,morning,1.5545816630911855,short
345,20.0,4.7,cloudy,medium,1,buffet,motorcycle,1.0,no,urban,13,0,5.0,afternoon,9.219708856174128,medium
346,34.0,4.8,windy,low,1,buffet,scooter,1.0,no,metropolitian,27,1,5.0,night,19.618968653878262,very_long
347,38.0,4.8,windy,high,1,snack,scooter,1.0,no,metropolitian,25,1,5.0,morning,6.209259882041872,medium
349,32.0,4.5,cloudy,high,2,buffet,motorcycle,1.0,no,metropolitian,27,0,5.0,morning,6.036244196933988,medium
350,34.0,4.9,sunny,low,2,snack,scooter,1.0,no,metropolitian,26,0,10.0,night,16.853347148215086,very_long
351,33.0,3.9,windy,medium,2,meal,electric_scooter,1.0,no,metropolitian,32,0,5.0,afternoon,13.612594236925657,long
352,34.0,4.5,windy,low,1,meal,motorcycle,1.0,no,metropolitian,25,0,10.0,morning,3.025144329113595,short
355,34.0,4.7,sunny,jam,0,drinks,motorcycle,1.0,no,metropolitian,29,0,15.0,evening,7.7725232004434295,medium
356,26.0,4.6,cloudy,jam,1,buffet,scooter,0.0,no,metropolitian,32,0,5.0,evening,10.641436955070953,long
357,31.0,4.0,cloudy,low,0,drinks,motorcycle,1.0,no,metropolitian,35,1,10.0,night,12.42069253996503,long
358,39.0,4.8,sunny,high,0,drinks,motorcycle,1.0,no,metropolitian,27,1,15.0,afternoon,6.081185877714606,medium
360,32.0,5.0,cloudy,jam,2,buffet,scooter,1.0,no,urban,27,0,15.0,night,7.683355299930933,medium
361,32.0,4.5,stormy,medium,0,meal,motorcycle,1.0,no,metropolitian,30,1,5.0,afternoon,7.568033295671673,medium
362,39.0,4.1,sunny,medium,0,snack,motorcycle,1.0,no,metropolitian,32,1,10.0,evening,10.564540523828974,long
363,36.0,4.8,stormy,low,2,meal,electric_scooter,0.0,no,metropolitian,25,0,5.0,morning,1.5323350156090414,short
364,37.0,4.1,windy,medium,0,buffet,motorcycle,1.0,no,metropolitian,38,0,15.0,afternoon,4.65713301884333,short
365,37.0,4.8,fog,jam,1,meal,scooter,1.0,no,metropolitian,26,1,5.0,night,9.054052950169497,medium
366,38.0,3.7,stormy,jam,1,meal,motorcycle,1.0,no,metropolitian,31,0,10.0,evening,16.853347148215086,very_long
367,28.0,4.7,stormy,high,2,drinks,scooter,1.0,no,metropolitian,28,0,15.0,morning,3.0182264849996012,short
368,34.0,3.8,stormy,medium,1,meal,scooter,0.0,no,metropolitian,31,0,15.0,evening,16.852118690780628,very_long
369,32.0,4.9,cloudy,low,1,buffet,motorcycle,1.0,no,metropolitian,29,1,10.0,night,17.074904296042025,very_long
370,22.0,4.7,windy,low,1,buffet,motorcycle,0.0,no,urban,17,0,5.0,night,8.937527873529229,medium
371,31.0,4.0,windy,medium,0,drinks,motorcycle,3.0,yes,metropolitian,45,0,10.0,afternoon,13.620357163029361,long
372,27.0,4.0,sandstorms,medium,0,meal,motorcycle,1.0,no,metropolitian,34,0,15.0,evening,12.434585525064866,long
373,29.0,4.9,windy,jam,1,drinks,scooter,0.0,no,metropolitian,24,1,10.0,evening,17.137487720369517,very_long
374,38.0,4.8,sandstorms,jam,0,meal,motorcycle,3.0,no,metropolitian,44,0,15.0,night,9.348325936764454,medium
375,35.0,4.8,cloudy,jam,2,snack,motorcycle,2.0,no,metropolitian,36,0,15.0,evening,7.601874226722028,medium
376,31.0,4.9,sunny,jam,0,meal,motorcycle,0.0,no,metropolitian,28,1,5.0,evening,4.657654937060173,short
377,30.0,4.3,windy,medium,1,drinks,scooter,2.0,no,metropolitian,37,1,5.0,evening,13.970007989574006,long
379,33.0,4.8,stormy,low,2,drinks,motorcycle,0.0,no,urban,23,0,15.0,night,13.830053479838845,long
380,29.0,4.6,sandstorms,low,0,meal,motorcycle,0.0,no,metropolitian,22,0,15.0,night,10.278596687703995,long
381,38.0,4.6,stormy,high,2,snack,scooter,1.0,no,metropolitian,26,0,10.0,morning,6.117761953594232,medium
382,26.0,4.9,sandstorms,jam,0,drinks,motorcycle,1.0,no,metropolitian,34,1,5.0,evening,9.056095962462345,medium
385,34.0,4.2,stormy,low,0,meal,motorcycle,1.0,no,metropolitian,28,0,10.0,night,9.193093962702912,medium
386,26.0,4.7,windy,low,2,snack,motorcycle,0.0,no,metropolitian,14,0,10.0,night,8.942954308598226,medium
387,35.0,4.7,cloudy,medium,2,meal,motorcycle,1.0,no,metropolitian,17,0,5.0,afternoon,6.050551152462876,medium
388,36.0,4.2,sandstorms,medium,0,drinks,motorcycle,1.0,no,metropolitian,37,0,5.0,evening,4.657579589646204,short
389,24.0,2.6,sunny,low,1,drinks,motorcycle,1.0,yes,metropolitian,42,0,15.0,night,16.660108123693192,very_long
391,33.0,4.3,cloudy,medium,1,meal,motorcycle,1.0,no,metropolitian,34,1,10.0,afternoon,16.826241648658115,very_long
392,26.0,4.6,windy,medium,1,buffet,motorcycle,1.0,no,metropolitian,25,0,15.0,evening,16.787888950840177,very_long
393,32.0,5.0,windy,jam,1,buffet,scooter,1.0,no,urban,30,0,15.0,evening,17.074256778794595,very_long
394,37.0,4.9,fog,jam,0,meal,motorcycle,2.0,no,metropolitian,48,1,15.0,evening,13.403654333869842,long
395,26.0,4.9,stormy,low,2,drinks,scooter,1.0,no,metropolitian,18,1,5.0,night,20.285402098849676,very_long
396,31.0,4.8,stormy,low,1,drinks,scooter,0.0,no,metropolitian,28,1,5.0,night,20.253518127453113,very_long
397,37.0,4.6,stormy,medium,1,buffet,motorcycle,1.0,no,urban,26,0,5.0,afternoon,13.9707596607468,long
398,26.0,4.7,sunny,jam,2,drinks,scooter,0.0,no,urban,16,1,15.0,night,16.827472773146095,very_long
399,37.0,4.8,cloudy,jam,0,meal,motorcycle,0.0,no,metropolitian,25,0,5.0,evening,4.537571350180709,short
401,21.0,4.4,windy,low,0,drinks,motorcycle,0.0,no,metropolitian,15,1,15.0,night,4.560926278066122,short
402,22.0,4.0,sandstorms,low,0,snack,motorcycle,1.0,no,urban,28,1,10.0,morning,1.5524082366562466,short
403,38.0,4.5,windy,low,1,meal,motorcycle,1.0,no,urban,20,0,5.0,morning,1.5524171512659315,short
404,28.0,4.0,stormy,high,0,buffet,motorcycle,1.0,no,metropolitian,32,0,15.0,afternoon,6.2086819840397665,medium
406,31.0,4.9,cloudy,high,1,drinks,motorcycle,1.0,no,metropolitian,38,0,15.0,morning,6.0589191822901425,medium
407,24.0,4.8,cloudy,low,2,snack,scooter,0.0,no,metropolitian,14,0,10.0,morning,3.0405702571576674,short
409,26.0,4.9,sandstorms,jam,0,snack,motorcycle,1.0,no,metropolitian,30,1,5.0,evening,13.788957415778517,long
411,20.0,4.7,cloudy,jam,1,snack,scooter,1.0,no,metropolitian,29,0,15.0,evening,7.790401204068506,medium
412,29.0,4.8,windy,low,1,buffet,scooter,0.0,no,urban,12,0,5.0,night,19.762382255532906,very_long
413,32.0,4.0,windy,medium,0,buffet,motorcycle,3.0,yes,urban,49,0,5.0,evening,10.867366120252031,long
414,20.0,4.9,fog,medium,0,meal,motorcycle,1.0,no,metropolitian,42,0,10.0,afternoon,16.659917302375398,very_long
415,26.0,5.0,sandstorms,medium,2,meal,electric_scooter,1.0,no,urban,24,1,15.0,evening,10.867138302160432,long
416,38.0,4.8,cloudy,jam,2,buffet,motorcycle,1.0,no,metropolitian,46,0,10.0,evening,16.72115728076054,very_long
417,34.0,4.6,sandstorms,high,2,meal,electric_scooter,1.0,no,urban,27,0,5.0,afternoon,6.176576611953425,medium
418,27.0,4.5,stormy,low,1,snack,motorcycle,0.0,no,metropolitian,13,1,5.0,morning,2.9795000083819434,short
419,29.0,5.0,windy,jam,1,drinks,motorcycle,1.0,no,metropolitian,25,1,15.0,evening,10.593374354489852,long
420,24.0,4.9,windy,jam,2,drinks,motorcycle,1.0,no,urban,24,0,15.0,evening,19.76106632827125,very_long
421,21.0,4.9,cloudy,low,1,buffet,motorcycle,0.0,no,metropolitian,12,1,15.0,morning,1.5125847685793798,short
422,33.0,4.4,windy,low,0,drinks,motorcycle,1.0,no,metropolitian,24,1,15.0,morning,1.465185811091463,short
423,35.0,4.7,sandstorms,jam,1,meal,motorcycle,1.0,no,metropolitian,29,0,10.0,night,9.055898607912091,medium
424,35.0,4.7,stormy,low,2,snack,scooter,1.0,no,metropolitian,18,0,5.0,night,12.46418980459368,long
427,29.0,4.8,cloudy,low,1,drinks,motorcycle,1.0,no,metropolitian,23,0,10.0,night,10.707345040408097,long
428,21.0,4.9,windy,low,0,buffet,motorcycle,1.0,no,metropolitian,19,0,5.0,night,12.256076445468295,long
429,29.0,4.6,windy,jam,0,meal,motorcycle,1.0,no,urban,29,0,5.0,night,17.078934089494954,very_long
430,22.0,4.7,sunny,jam,0,snack,motorcycle,0.0,no,metropolitian,24,1,15.0,evening,13.973206773137713,long
432,24.0,4.4,cloudy,jam,2,meal,scooter,0.0,no,metropolitian,40,0,15.0,evening,11.90494293616778,long
433,23.0,4.9,stormy,high,2,snack,scooter,0.0,no,metropolitian,22,0,15.0,morning,1.5544659606035225,short
435,33.0,4.1,sandstorms,medium,0,drinks,motorcycle,1.0,no,metropolitian,43,0,5.0,evening,12.464528059716372,long
436,35.0,4.6,windy,medium,2,meal,scooter,1.0,no,metropolitian,26,0,15.0,evening,16.90249592854745,very_long
437,21.0,4.7,windy,medium,1,buffet,scooter,0.0,no,metropolitian,27,0,15.0,afternoon,4.674318760489487,short
438,39.0,4.4,fog,low,0,meal,motorcycle,2.0,no,metropolitian,35,0,10.0,night,13.96960642768458,long
439,34.0,4.8,windy,low,2,drinks,scooter,1.0,no,metropolitian,27,1,5.0,night,7.761160094160204,medium
440,29.0,4.9,cloudy,high,0,drinks,motorcycle,1.0,no,urban,27,0,15.0,morning,6.081389116676368,medium
441,20.0,4.7,fog,low,1,buffet,scooter,0.0,no,metropolitian,17,1,5.0,morning,3.0597099613184353,short
443,30.0,4.7,sunny,low,1,drinks,motorcycle,0.0,no,metropolitian,15,0,15.0,night,9.054052950169497,medium
444,37.0,4.7,fog,jam,2,buffet,scooter,1.0,no,metropolitian,39,1,10.0,night,19.087110814122536,very_long
446,26.0,5.0,sunny,medium,0,drinks,motorcycle,1.0,no,metropolitian,18,0,5.0,afternoon,16.903843893839564,very_long
448,21.0,4.7,fog,low,2,drinks,scooter,0.0,no,metropolitian,28,0,10.0,night,13.787860239172547,long
449,35.0,4.8,sandstorms,low,2,snack,scooter,0.0,no,metropolitian,29,1,5.0,morning,3.105133735234752,short
450,39.0,4.6,sandstorms,medium,2,buffet,motorcycle,0.0,no,urban,32,0,15.0,evening,4.527261449200724,short
451,39.0,5.0,cloudy,low,0,meal,motorcycle,1.0,no,metropolitian,41,0,5.0,night,20.183799025948787,very_long
452,27.0,4.9,cloudy,jam,0,drinks,motorcycle,2.0,no,metropolitian,39,0,10.0,night,10.92420466208724,long
453,33.0,4.8,fog,medium,2,drinks,scooter,0.0,no,metropolitian,16,0,5.0,evening,4.65694538594946,short
454,33.0,4.8,fog,jam,0,meal,motorcycle,3.0,no,metropolitian,48,0,10.0,night,19.976712110350487,very_long
455,37.0,4.7,cloudy,medium,1,buffet,motorcycle,0.0,no,metropolitian,40,0,15.0,afternoon,10.868263117988388,long
456,20.0,4.6,stormy,low,1,drinks,motorcycle,0.0,no,urban,11,0,10.0,morning,3.116253656338934,short
458,31.0,4.2,cloudy,jam,1,drinks,scooter,1.0,no,urban,35,0,5.0,night,10.724879289478304,long
459,27.0,4.6,sunny,high,2,buffet,electric_scooter,0.0,no,metropolitian,16,0,10.0,morning,3.1161417126181274,short
460,37.0,4.9,fog,medium,1,drinks,scooter,0.0,no,urban,15,0,15.0,afternoon,7.573467821949914,medium
461,34.0,4.4,stormy,jam,2,buffet,scooter,1.0,no,urban,31,1,15.0,night,7.762944133594541,medium
462,25.0,4.7,fog,low,1,snack,motorcycle,0.0,no,urban,11,0,10.0,night,9.348114492434787,medium
463,37.0,4.7,cloudy,low,0,meal,motorcycle,1.0,no,urban,22,0,10.0,night,7.631511903978476,medium
465,27.0,5.0,fog,high,0,drinks,motorcycle,0.0,no,metropolitian,24,1,5.0,afternoon,6.217824017922212,medium
466,36.0,4.7,cloudy,low,2,snack,electric_scooter,0.0,no,urban,16,0,15.0,morning,3.073618468414786,short
469,28.0,4.7,fog,jam,1,snack,scooter,1.0,no,metropolitian,31,0,15.0,night,10.906379593113723,long
471,20.0,4.7,stormy,low,2,drinks,scooter,1.0,no,metropolitian,16,0,5.0,night,7.761839422154042,medium
472,22.0,4.7,windy,low,0,buffet,motorcycle,1.0,no,metropolitian,16,0,10.0,night,16.85361872985359,very_long
474,34.0,4.8,cloudy,low,2,buffet,electric_scooter,1.0,no,metropolitian,18,0,5.0,morning,1.5202925485985417,short
475,25.0,4.8,windy,medium,1,drinks,scooter,0.0,no,metropolitian,26,0,15.0,evening,16.660108123693192,very_long
476,38.0,5.0,sandstorms,jam,1,meal,scooter,1.0,no,metropolitian,34,0,15.0,night,7.631520637738293,medium
477,34.0,3.5,windy,medium,2,snack,motorcycle,1.0,no,metropolitian,32,0,5.0,afternoon,11.917680464391145,long
478,24.0,4.9,windy,jam,1,drinks,motorcycle,0.0,no,metropolitian,22,1,5.0,evening,16.659979129063025,very_long
479,33.0,4.6,windy,jam,0,snack,motorcycle,2.0,yes,urban,50,1,10.0,night,13.58308621493501,long
480,21.0,4.6,stormy,high,1,snack,scooter,1.0,no,urban,16,0,5.0,morning,3.0270968572420225,short
481,25.0,4.6,stormy,medium,0,drinks,motorcycle,0.0,no,metropolitian,23,0,10.0,afternoon,9.081116432461174,medium
482,23.0,4.9,windy,high,0,buffet,motorcycle,1.0,no,metropolitian,19,0,5.0,afternoon,6.0588489445304,medium
483,34.0,4.9,stormy,low,1,snack,motorcycle,1.0,no,metropolitian,25,0,15.0,night,7.325299567377126,medium
484,25.0,4.7,fog,medium,2,snack,scooter,1.0,no,metropolitian,37,0,5.0,evening,10.757050667280428,long
485,28.0,4.9,sandstorms,low,2,drinks,electric_scooter,0.0,no,metropolitian,10,1,5.0,night,13.481328211108043,long
486,34.0,3.7,stormy,jam,1,buffet,scooter,1.0,no,metropolitian,34,1,10.0,night,16.85208641567295,very_long
487,24.0,4.5,stormy,low,1,meal,scooter,1.0,no,metropolitian,14,0,10.0,night,16.381598593369365,very_long
489,38.0,4.6,sandstorms,jam,1,buffet,scooter,1.0,no,metropolitian,30,0,10.0,evening,9.17624749258827,medium
490,32.0,4.8,sunny,medium,1,buffet,motorcycle,0.0,no,metropolitian,17,0,15.0,afternoon,13.216577965789572,long
491,28.0,5.0,sandstorms,medium,0,buffet,motorcycle,0.0,no,metropolitian,29,0,15.0,evening,13.735953712154569,long
492,29.0,4.5,fog,medium,0,drinks,motorcycle,1.0,no,metropolitian,37,0,10.0,evening,13.406000552536867,long
493,28.0,4.8,sandstorms,jam,2,drinks,electric_scooter,0.0,no,metropolitian,23,0,10.0,evening,20.177742451194362,very_long
494,39.0,4.8,windy,jam,1,drinks,motorcycle,1.0,no,metropolitian,30,1,10.0,night,7.771834302405086,medium
496,26.0,4.8,windy,low,2,buffet,scooter,0.0,no,metropolitian,14,1,10.0,morning,3.025332706173566,short
497,33.0,4.8,stormy,low,2,buffet,electric_scooter,1.0,no,metropolitian,28,0,10.0,night,4.539068203248638,short
498,37.0,4.9,sandstorms,jam,1,drinks,scooter,0.0,no,metropolitian,27,0,15.0,evening,4.494246018081997,short
500,24.0,4.6,sandstorms,low,0,snack,motorcycle,1.0,no,metropolitian,16,1,5.0,night,14.022476786450992,long
501,36.0,5.0,sandstorms,jam,0,meal,motorcycle,2.0,no,metropolitian,43,0,5.0,evening,12.209917964427529,long
502,22.0,4.7,fog,medium,0,snack,motorcycle,3.0,no,metropolitian,44,0,5.0,afternoon,13.631282080461874,long
503,21.0,4.6,stormy,medium,0,meal,motorcycle,1.0,no,metropolitian,22,0,5.0,evening,4.610613705052655,short
505,33.0,4.7,fog,low,2,drinks,scooter,1.0,no,metropolitian,18,0,5.0,morning,3.1051314775458967,short
506,27.0,4.1,stormy,low,0,drinks,motorcycle,0.0,no,metropolitian,16,0,5.0,morning,3.0188284633848217,short
508,30.0,4.2,cloudy,jam,1,buffet,motorcycle,1.0,no,metropolitian,46,0,5.0,evening,10.641490945494409,long
510,20.0,4.9,stormy,medium,1,drinks,scooter,1.0,no,urban,17,1,5.0,afternoon,10.906379593113723,long
511,31.0,4.4,sandstorms,jam,0,buffet,motorcycle,1.0,no,metropolitian,44,1,5.0,evening,10.867434750937747,long
512,36.0,4.6,fog,medium,2,drinks,scooter,1.0,no,metropolitian,17,0,10.0,evening,4.561267998364189,short
513,39.0,4.9,windy,jam,0,snack,motorcycle,2.0,no,urban,43,0,10.0,night,11.917680464391145,long
514,32.0,4.7,fog,low,0,meal,motorcycle,1.0,no,metropolitian,41,0,15.0,night,16.903235903519843,very_long
516,30.0,3.8,windy,jam,2,buffet,scooter,1.0,yes,metropolitian,40,0,10.0,evening,12.161642370389037,long
517,26.0,4.7,windy,low,2,meal,scooter,0.0,no,urban,16,1,5.0,morning,3.0249963435107836,short
519,21.0,4.9,stormy,high,2,buffet,motorcycle,0.0,no,urban,13,1,10.0,morning,1.5204319193295497,short
520,23.0,4.6,stormy,medium,2,drinks,scooter,1.0,no,metropolitian,29,0,15.0,evening,4.674341511234465,short
521,22.0,4.9,sandstorms,high,1,meal,motorcycle,1.0,no,metropolitian,24,0,10.0,morning,3.0405372416448646,short
